"vaccine","influenza_season","geographic_level","geographic_name","demographic_level","demographic_name","indicator_label","indicator_category_label","month_week","week_ending","nd_weekly_estimate","ci_half_width_90pct","ci_half_width_95pct","n_weighted","n_unweighted","suppression_flag","data_source"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","October Week 3","2025-10-18","36.6822","1.3255","1.5794","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","October Week 3","2025-10-18","36.6822","1.3255","1.5794","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","October Week 3","2025-10-18","12.2157","3.1486","3.7515","N/A","1405","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 3","2025-10-18","27.7008","4.1167","4.905","N/A","1405","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 3","2025-10-18","23.4013","4.0596","4.837","N/A","1405","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","October Week 4","2025-10-25","37.9082","1.3166","1.5688","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","October Week 4","2025-10-25","37.9082","1.3166","1.5688","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","October Week 4","2025-10-25","5.2761","1.4091","1.679","N/A","1326","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 4","2025-10-25","32.7421","4.2933","5.1155","N/A","1326","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 4","2025-10-25","24.0736","3.7684","4.49","N/A","1326","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","November Week 1","2025-11-01","39.1343","1.3166","1.5688","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","November Week 1","2025-11-01","39.1343","1.3166","1.5688","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","November Week 1","2025-11-01","8.4114","3.2689","3.8948","N/A","1319","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 1","2025-11-01","31.3524","5.1804","6.1724","N/A","1319","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 1","2025-11-01","21.1019","4.5043","5.3668","N/A","1319","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","November Week 2","2025-11-08","39.803","1.3929","1.6596","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","November Week 2","2025-11-08","39.803","1.3929","1.6596","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","November Week 2","2025-11-08","12.7405","5.2608","6.2682","N/A","1249","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 2","2025-11-08","27.2033","4.6109","5.4939","N/A","1249","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 2","2025-11-08","20.2532","3.7729","4.4954","N/A","1249","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","November Week 3","2025-11-15","39.8136","1.4132","1.6838","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","November Week 3","2025-11-15","39.8136","1.4132","1.6838","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","November Week 3","2025-11-15","5.739","2.3182","2.7621","N/A","1130","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 3","2025-11-15","27.5882","5.3033","6.3188","N/A","1130","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 3","2025-11-15","26.8592","5.062","6.0313","N/A","1130","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","November Week 4","2025-11-22","40.1095","1.4501","1.7278","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","November Week 4","2025-11-22","40.1095","1.4501","1.7278","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","November Week 4","2025-11-22","7.6111","2.6109","3.1109","N/A","1083","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 4","2025-11-22","27.5445","4.818","5.7406","N/A","1083","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 4","2025-11-22","24.7349","4.3831","5.2224","N/A","1083","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","November Week 5","2025-11-29","40.5943","1.397","1.6645","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","November Week 5","2025-11-29","40.5943","1.397","1.6645","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","November Week 5","2025-11-29","9.9408","3.4869","4.1547","N/A","781","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 5","2025-11-29","26.0579","6.0902","7.2564","N/A","781","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 5","2025-11-29","23.4069","4.7781","5.693","N/A","781","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","December Week 1","2025-12-06","41.0791","1.397","1.6645","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","December Week 1","2025-12-06","41.0791","1.397","1.6645","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 1","2025-12-06","9.2469","4.5363","5.405","N/A","972","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 1","2025-12-06","28.441","5.5377","6.5981","N/A","972","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 1","2025-12-06","21.233","3.7876","4.5129","N/A","972","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","December Week 2","2025-12-13","41.169","1.4212","1.6934","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","December Week 2","2025-12-13","41.169","1.4212","1.6934","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 2","2025-12-13","5.529","1.7609","2.0982","N/A","945","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 2","2025-12-13","26.8792","4.7527","5.6628","N/A","945","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 2","2025-12-13","26.4228","4.3063","5.1309","N/A","945","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","December Week 3","2025-12-20","41.169","1.4212","1.6934","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","December Week 3","2025-12-20","41.169","1.4212","1.6934","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 3","2025-12-20","8.0798","2.5523","3.041","N/A","1031","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 3","2025-12-20","29.5221","4.9007","5.8392","N/A","1031","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 3","2025-12-20","21.2291","3.832","4.5658","N/A","1031","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","December Week 4","2025-12-27","41.4599","1.4015","1.6699","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","December Week 4","2025-12-27","41.4599","1.4015","1.6699","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2025-12-27","6.9247","1.7264","2.057","N/A","602","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2025-12-27","29.1412","7.5999","9.0552","N/A","602","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 4","2025-12-27","22.4742","5.543","6.6044","N/A","602","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","January Week 1","2026-01-03","41.7509","1.4015","1.6699","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","January Week 1","2026-01-03","41.7509","1.4015","1.6699","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 1","2026-01-03","13.4946","12.617","15.033","N/A","633","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 1","2026-01-03","21.6985","10.1634","12.1095","N/A","633","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 1","2026-01-03","23.056","8.1305","9.6874","N/A","633","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","January Week 2","2026-01-10","41.7905","1.4045","1.6735","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","January Week 2","2026-01-10","41.7905","1.4045","1.6735","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 2","2026-01-10","10.8463","3.4999","4.1701","N/A","1194","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 2","2026-01-10","26.5446","4.8573","5.7874","N/A","1194","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 2","2026-01-10","20.8186","3.949","4.7052","N/A","1194","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","January Week 3","2026-01-17","42.2292","1.5029","1.7907","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","January Week 3","2026-01-17","42.2292","1.5029","1.7907","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 3","2026-01-17","4.4275","1.4027","1.6713","N/A","1361","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 3","2026-01-17","28.5545","4.4927","5.3531","N/A","1361","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 3","2026-01-17","24.7887","5.406","6.4412","N/A","1361","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","January Week 4","2026-01-24","42.6352","1.6986","2.0239","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","January Week 4","2026-01-24","42.6352","1.6986","2.0239","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 4","2026-01-24","6.2098","2.3745","2.8291","N/A","1158","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 4","2026-01-24","32.7113","6.5809","7.841","N/A","1158","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 4","2026-01-24","18.4437","4.1137","4.9014","N/A","1158","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","January Week 5","2026-01-31","42.96","1.6986","2.0239","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","January Week 5","2026-01-31","42.96","1.6986","2.0239","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","January Week 5","2026-01-31","5.1496","3.7595","4.4795","N/A","1295","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 5","2026-01-31","28.8352","5.0687","6.0393","N/A","1295","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 5","2026-01-31","23.0552","4.8848","5.8202","N/A","1295","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","February Week 1","2026-02-07","43.2291","1.858","2.2138","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","February Week 1","2026-02-07","43.2291","1.858","2.2138","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 1","2026-02-07","4.5374","2.2024","2.6241","N/A","1262","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 1","2026-02-07","24.2552","3.6683","4.3707","N/A","1262","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 1","2026-02-07","27.9783","5.7713","6.8765","N/A","1262","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","February Week 2","2026-02-14","43.2291","1.858","2.2138","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","February Week 2","2026-02-14","43.2291","1.858","2.2138","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2026-02-14","6.0796","1.8458","2.1993","N/A","1192","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2026-02-14","26.5155","5.2028","6.1991","N/A","1192","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 2","2026-02-14","24.1758","4.3027","5.1266","N/A","1192","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","Up-to-date","Yes","February Week 3","2026-02-21","43.2291","1.858","2.2138","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Received vaccine","February Week 3","2026-02-21","43.2291","1.858","2.2138","N/A","23335","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Definitely will get a vaccine","February Week 3","2026-02-21","5.9153","1.6217","1.9323","N/A","1413","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 3","2026-02-21","29.7409","5.0227","5.9845","N/A","1413","0","NIS-ACM"
"RSV","N/A","National","National","Overall","75+ years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 3","2026-02-21","21.1147","3.731","4.4454","N/A","1413","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","October Week 2","2025-10-11","27.1932","2.2523","2.6836","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","October Week 2","2025-10-11","27.1932","2.2523","2.6836","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","October Week 2","2025-10-11","22.6387","3.7425","4.4591","N/A","1601","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 2","2025-10-11","34.0395","3.892","4.6372","N/A","1601","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 2","2025-10-11","16.1287","2.6315","3.1354","N/A","1601","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","October Week 3","2025-10-18","27.1932","2.2523","2.6836","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","October Week 3","2025-10-18","27.1932","2.2523","2.6836","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","October Week 3","2025-10-18","16.777","3.3571","3.9999","N/A","1159","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 3","2025-10-18","32.332","4.2317","5.042","N/A","1159","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 3","2025-10-18","23.6978","3.9712","4.7316","N/A","1159","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","October Week 4","2025-10-25","27.7649","1.1979","1.4273","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","October Week 4","2025-10-25","27.7649","1.1979","1.4273","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","October Week 4","2025-10-25","14.7907","3.1475","3.7502","N/A","1020","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 4","2025-10-25","34.2723","4.6619","5.5546","N/A","1020","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 4","2025-10-25","23.1721","4.4668","5.3221","N/A","1020","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","November Week 1","2025-11-01","28.3366","1.1979","1.4273","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","November Week 1","2025-11-01","28.3366","1.1979","1.4273","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","November Week 1","2025-11-01","16.5152","3.5742","4.2586","N/A","1012","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 1","2025-11-01","38.9835","5.0946","6.0702","N/A","1012","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 1","2025-11-01","16.1647","3.5852","4.2717","N/A","1012","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","November Week 2","2025-11-08","28.466","1.2058","1.4368","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","November Week 2","2025-11-08","28.466","1.2058","1.4368","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","November Week 2","2025-11-08","12.7245","3.2243","3.8417","N/A","1044","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 2","2025-11-08","34.1469","5.252","6.2577","N/A","1044","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 2","2025-11-08","24.6626","5.4152","6.4522","N/A","1044","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","November Week 3","2025-11-15","28.466","1.2058","1.4368","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","November Week 3","2025-11-15","28.466","1.2058","1.4368","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","November Week 3","2025-11-15","19.8247","4.9152","5.8564","N/A","915","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 3","2025-11-15","30.9918","4.5994","5.4801","N/A","915","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 3","2025-11-15","20.7174","4.6645","5.5577","N/A","915","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","November Week 4","2025-11-22","30.4068","1.3125","1.5639","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","November Week 4","2025-11-22","30.4068","1.3125","1.5639","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","November Week 4","2025-11-22","13.7782","3.0636","3.6502","N/A","830","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 4","2025-11-22","36.8137","5.7714","6.8765","N/A","830","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 4","2025-11-22","19.0013","3.397","4.0475","N/A","830","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","November Week 5","2025-11-29","30.4068","1.3125","1.5639","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","November Week 5","2025-11-29","30.4068","1.3125","1.5639","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","November Week 5","2025-11-29","10.4504","2.589","3.0847","N/A","643","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 5","2025-11-29","37.7586","6.5573","7.8129","N/A","643","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 5","2025-11-29","21.3841","4.6196","5.5042","N/A","643","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","December Week 1","2025-12-06","30.4068","1.3125","1.5639","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","December Week 1","2025-12-06","30.4068","1.3125","1.5639","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","December Week 1","2025-12-06","11.5072","3.3801","4.0274","N/A","811","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 1","2025-12-06","29.8813","4.7808","5.6962","N/A","811","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 1","2025-12-06","28.2047","5.8069","6.9188","N/A","811","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","December Week 2","2025-12-13","30.7873","1.3889","1.6548","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","December Week 2","2025-12-13","30.7873","1.3889","1.6548","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","December Week 2","2025-12-13","13.5154","2.5778","3.0714","N/A","763","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 2","2025-12-13","33.0265","5.2085","6.2059","N/A","763","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 2","2025-12-13","22.6707","4.5571","5.4298","N/A","763","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","December Week 3","2025-12-20","30.8916","1.4625","1.7426","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","December Week 3","2025-12-20","30.8916","1.4625","1.7426","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Definitely will get a vaccine","December Week 3","2025-12-20","9.9637","2.5189","3.0013","N/A","819","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 3","2025-12-20","34.0083","5.0139","5.974","N/A","819","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 3","2025-12-20","25.1363","5.2431","6.2471","N/A","819","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","Up-to-date","Yes","December Week 4","2025-12-27","31.0163","1.3477","1.6058","N/A","18715","0","NIS-ACM"
"RSV","N/A","National","National","Overall","50-74 years (high risk)","4-level vaccination and intent","Received vaccine","December Week 4","2025-12-27","31.0163","1.3477","1.6058","N/A","18715","0","NIS-ACM"
